ID	European %	East Asian %	Native American %	African %	South Asian %	Oceanian %	West Asian %	EUR %
S349	0.291344	0.018154	0.426368	0.088116	0.018567	0.00001	0.15744	0.448784
S350	0.944203	0.000015	0.00001	0.00001	0.02201	0.00001	0.033742	0.977945
S352	0.976875	0.00001	0.00001	0.00001	0.00001	0.00001	0.023075	0.99995
S354	0.58347	0.017523	0.04372	0.022885	0.009831	0.002662	0.31991	0.90338
S355	0.364036	0.00001	0.343992	0.091182	0.021154	0.005201	0.174425	0.538461
S356	0.37663	0.01115	0.297514	0.052804	0.025758	0.012739	0.223405	0.600035
S357	0.707776	0.00001	0.00001	0.021202	0.004132	0.000584	0.266285	0.974061
S358	0.99994	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.99995
S361	0.222638	0.009775	0.531524	0.092796	0.012713	0.00001	0.130544	0.353182
S362	0.214745	0.001247	0.509182	0.096183	0.00001	0.010496	0.168136	0.382881
S363	0.274416	0.049223	0.472256	0.057532	0.046804	0.00212	0.097648	0.372064
S364	0.268009	0.023353	0.44637	0.064856	0.00001	0.008648	0.188754	0.456763
S365	0.242743	0.044192	0.45254	0.143038	0.000837	0.002438	0.114213	0.356956
S366	0.212958	0.00001	0.573924	0.066367	0.01694	0.00001	0.129791	0.342749
S367	0.400555	0.025114	0.011919	0.037629	0.081324	0.00001	0.443448	0.844003
S368	0.429479	0.007466	0.020564	0.043024	0.029453	0.00001	0.470003	0.899482
S369	0.213422	0.00001	0.572846	0.067043	0.013815	0.00001	0.132855	0.346277
S372	0.282134	0.036532	0.481311	0.057817	0.031206	0.00001	0.11099	0.393124
S373	0.217145	0.00001	0.511737	0.09946	0.00001	0.013052	0.158587	0.375732
S374	0.215259	0.009197	0.53358	0.089624	0.019033	0.00001	0.133296	0.348555
S376	0.184064	0.010044	0.6532	0.0479	0.004171	0.00001	0.10061	0.284674
S377	0.459451	0.00001	0.00001	0.00001	0.032059	0.00001	0.50845	0.967901
S378	0.937612	0.00001	0.00001	0.00001	0.007396	0.00001	0.054952	0.992564
S379	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00001	0.00002
S380	0.351317	0.015641	0.360307	0.048396	0.003395	0.002459	0.218485	0.569802
S381	0.457917	0.014208	0.362514	0.035081	0.015111	0.00001	0.115159	0.573076
S382	0.772548	0.00001	0.00001	0.00001	0.045509	0.00001	0.181903	0.954451
S385	0.729539	0.001217	0.00001	0.054451	0.112543	0.00001	0.102229	0.831768
S386	0.990182	0.00001	0.00001	0.00001	0.009768	0.00001	0.00001	0.990192
S387	0.285471	0.00001	0.483567	0.060202	0.008864	0.004828	0.157058	0.442529
S388	0.222375	0.00001	0.490873	0.081043	0.021235	0.00001	0.184454	0.406829
S390	0.025674	0.497476	0.00001	0.453438	0.010712	0.012679	0.00001	0.025684
S392	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S393	0.00001	0.00001	0.999934	0.00001	0.00001	0.000016	0.00001	0.00002
S394	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00001	0.00002
S395	0.814768	0.012068	0.00001	0.00001	0.0799	0.00001	0.093233	0.908001
S396	0.430079	0.011591	0.246332	0.031049	0.00001	0.00001	0.280928	0.711007
S397	0.2062	0.029271	0.438558	0.203697	0.019081	0.00001	0.103183	0.309383
S398	0.00001	0.996317	0.00001	0.00001	0.00001	0.003633	0.00001	0.00002
S400	0.908516	0.00001	0.00001	0.00001	0.083232	0.00001	0.008212	0.916728
S401	0.000014	0.96379	0.00001	0.001763	0.00001	0.034402	0.00001	0.000024
S402	0.178849	0.009122	0.00001	0.775054	0.02481	0.00001	0.012146	0.190995
S404	0.432738	0.00001	0.00001	0.00001	0.055931	0.000844	0.510457	0.943195
S405	0.608285	0.00001	0.00001	0.00001	0.00001	0.00001	0.391665	0.99995
S406	0.00001	0.097266	0.00001	0.00001	0.902684	0.00001	0.00001	0.00002
S416	0.793813	0.108654	0.00001	0.00001	0.034762	0.043874	0.018877	0.81269
S417	0.352711	0.00994	0.363903	0.028449	0.019186	0.00001	0.225801	0.578512
S418	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S419	0.302055	0.002706	0.366867	0.052876	0.00001	0.010428	0.265057	0.567112
S420	0.354598	0.00001	0.377972	0.044685	0.00001	0.00001	0.222715	0.577313
S421	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00001	0.00002
S422	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00001	0.00002
S423	0.000019	0.00001	0.999931	0.00001	0.00001	0.00001	0.00001	0.000029
S424	0.00001	0.00001	0.00001	0.100585	0.00001	0.00001	0.899365	0.899375
S425	0.886222	0.00001	0.00001	0.000017	0.034555	0.00001	0.079177	0.965399
S426	0.188551	0.008391	0.000017	0.00001	0.729689	0.00001	0.073332	0.261883
S427	0.313306	0.00001	0.381718	0.109458	0.00001	0.00001	0.195487	0.508793
S428	0.005204	0.901751	0.00001	0.006426	0.003894	0.082705	0.00001	0.005214
S429	0.000019	0.982126	0.00001	0.00002	0.010971	0.006845	0.00001	0.000029
S430	0.996974	0.00001	0.00001	0.00001	0.002976	0.00001	0.00001	0.996984
S431	0.201512	0.033205	0.536397	0.089386	0.013407	0.00001	0.126082	0.327594
S432	0.055551	0.00001	0.00001	0.00001	0.885652	0.008738	0.05003	0.105581
S433	0.825941	0.000014	0.045516	0.001534	0.044664	0.00001	0.08232	0.908261
S434	0.214137	0.004697	0.541605	0.09979	0.002251	0.00001	0.137509	0.351646
S435	0.292665	0.007053	0.446127	0.053485	0.00001	0.006686	0.193975	0.48664
S436	0.581248	0.00001	0.00001	0.00001	0.00001	0.00001	0.418702	0.99995
S437	0.584629	0.00001	0.00001	0.00001	0.00001	0.00001	0.415321	0.99995
S438	0.00001	0.00001	0.00001	0.00001	0.988091	0.011859	0.00001	0.00002
S439	0.00001	0.967018	0.00001	0.00001	0.00001	0.032932	0.00001	0.00002
S440	0.190843	0.00001	0.565675	0.068857	0.00001	0.00001	0.174595	0.365438
S441	0.213158	0.00001	0.499069	0.099335	0.00001	0.012268	0.17615	0.389308
S442	0.105566	0.00001	0.809309	0.014486	0.000712	0.00087	0.069048	0.174614
S443	0.97741	0.00001	0.00001	0.00001	0.00668	0.00001	0.01587	0.99328
S444	0.218474	0.004792	0.541915	0.101553	0.000727	0.000683	0.131856	0.35033
S445	0.340087	0.00001	0.350335	0.062859	0.008769	0.00001	0.237931	0.578018
S446	0.00001	0.939826	0.00001	0.001848	0.014386	0.037848	0.006071	0.006081
S447	0.436036	0.52685	0.000016	0.00001	0.037068	0.00001	0.00001	0.436046
S448	0.288705	0.00001	0.508419	0.028514	0.00001	0.004926	0.169415	0.45812
S449	0.887625	0.067111	0.003142	0.00001	0.040668	0.001434	0.00001	0.887635
S450	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S451	0.84899	0.076519	0.00013	0.00001	0.073347	0.000995	0.00001	0.849
S453	0.395345	0.00001	0.281744	0.026284	0.010776	0.000858	0.284983	0.680328
S454	0.00001	0.928429	0.00001	0.002187	0.020014	0.04934	0.00001	0.00002
S455	0.382938	0.00001	0.298169	0.047971	0.00001	0.010052	0.26085	0.643788
S457	0.186346	0.003283	0.005114	0.00001	0.713095	0.00001	0.092142	0.278488
S458	0.440468	0.00001	0.000014	0.00001	0.056961	0.000723	0.501814	0.942282
S459	0.03417	0.00001	0.00001	0.96578	0.00001	0.00001	0.00001	0.03418
S460	0.284867	0.00001	0.403106	0.111877	0.00001	0.00503	0.1951	0.479967
S461	0.046094	0.017825	0.881845	0.019598	0.003501	0.000977	0.03016	0.076254
S462	0.225093	0.001924	0.582464	0.041986	0.011209	0.00001	0.137315	0.362408
S463	0.23796	0.00001	0.580789	0.040151	0.003536	0.00001	0.137544	0.375504
S464	0.296307	0.00001	0.415528	0.111098	0.00001	0.003428	0.173619	0.469926
S465	0.00563	0.902339	0.00001	0.00572	0.010616	0.065586	0.010099	0.015729
S466	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00001	0.00002
S467	0.349682	0.00001	0.357582	0.029588	0.00001	0.000368	0.26276	0.612442
S468	0.00001	0.997046	0.002904	0.00001	0.00001	0.00001	0.00001	0.00002
S469	0.194687	0.00001	0.565761	0.068746	0.00001	0.00001	0.170776	0.365463
S470	0.153599	0.002493	0.605823	0.117682	0.00001	0.00001	0.120382	0.273981
S471	0.043262	0.877734	0.00001	0.003693	0.018629	0.033999	0.022673	0.065935
S472	0.000017	0.998314	0.00001	0.00001	0.00001	0.001629	0.00001	0.000027
S473	0.467227	0.003443	0.176704	0.05019	0.000862	0.004581	0.296993	0.76422
S474	0.916017	0.00001	0.011979	0.007848	0.047738	0.00001	0.016398	0.932415
S475	0.685088	0.00001	0.00001	0.020167	0.00001	0.00001	0.294705	0.979793
S476	0.337357	0.014236	0.363033	0.06616	0.012411	0.00001	0.206793	0.54415
S477	0.00001	0.972971	0.00001	0.00001	0.014108	0.012881	0.00001	0.00002
S478	0.351459	0.01254	0.028833	0.40667	0.038444	0.001514	0.16054	0.511999
S479	0.897941	0.00001	0.00001	0.001572	0.01358	0.00001	0.086876	0.984817
S480	0.947787	0.00001	0.00001	0.00001	0.028568	0.00001	0.023605	0.971392
S481	0.563229	0.008662	0.079977	0.01138	0.00001	0.00001	0.336732	0.899961
S482	0.353773	0.00001	0.361333	0.043746	0.004037	0.00001	0.237091	0.590864
S483	0.1354	0.462585	0.104237	0.172206	0.000329	0.035025	0.090217	0.225617
S484	0.182988	0.003847	0.565198	0.053031	0.004482	0.00001	0.190444	0.373432
S485	0.90133	0.00001	0.000015	0.00001	0.009699	0.00001	0.088925	0.990255
S486	0.596318	0.01344	0.00001	0.002744	0.052974	0.00001	0.334503	0.930821
S487	0.757496	0.00001	0.00001	0.015805	0.00001	0.00001	0.226659	0.984155
S488	0.285564	0.011657	0.432812	0.050875	0.02206	0.003746	0.193285	0.478849
S489	0.182541	0.019216	0.585417	0.056297	0.045493	0.000622	0.110414	0.292955
S490	0.23987	0.020481	0.434905	0.094379	0.028871	0.00001	0.181484	0.421354
S491	0.141269	0.019329	0.708423	0.030444	0.019696	0.000295	0.080545	0.221814
S492	0.621861	0.018841	0.146172	0.026109	0.042175	0.00001	0.144832	0.766693
S493	0.568627	0.008885	0.250456	0.025053	0.02368	0.00001	0.123289	0.691916
S494	0.713546	0.00001	0.133976	0.018823	0.034581	0.00001	0.099053	0.812599
S495	0.344903	0.016169	0.326266	0.083721	0.028121	0.004504	0.196317	0.54122
S496	0.154343	0.00001	0.659237	0.067051	0.004369	0.00001	0.11498	0.269323
S497	0.851717	0.000015	0.00001	0.00001	0.00001	0.00001	0.148228	0.999945
S498	0.335134	0.03211	0.194457	0.231863	0.068275	0.00553	0.132632	0.467766
S499	0.42477	0.38684	0.00001	0.00001	0.039712	0.142022	0.006637	0.431407
S500	0.838978	0.024102	0.000216	0.00001	0.030296	0.00001	0.106388	0.945366
S501	0.19332	0.013239	0.53148	0.096494	0.007324	0.001157	0.156987	0.350307
S502	0.44976	0.00001	0.00001	0.474013	0.028712	0.00001	0.047485	0.497245
S503	0.737862	0.135493	0.019294	0.008502	0.032134	0.003823	0.062892	0.800754
S504	0.885893	0.00001	0.014586	0.017501	0.025361	0.001221	0.055428	0.941321
S505	0.433452	0.493133	0.00001	0.00001	0.035686	0.004112	0.033597	0.467049
S506	0.901074	0.00001	0.00001	0.011678	0.011697	0.00001	0.075521	0.976595
S507	0.914316	0.00001	0.00001	0.00001	0.05219	0.00001	0.033454	0.94777
S508	0.119095	0.012729	0.004086	0.00001	0.32848	0.00001	0.53559	0.654685
S509	0.921357	0.00001	0.00001	0.00001	0.002904	0.001268	0.074442	0.995799
S510	0.861098	0.001945	0.00001	0.002283	0.039136	0.00001	0.095519	0.956617
S511	0.901791	0.00001	0.00001	0.00001	0.007111	0.00001	0.091059	0.99285
S512	0.100134	0.016355	0.00001	0.00001	0.883471	0.00001	0.00001	0.100144
S513	0.899448	0.00001	0.000011	0.00001	0.023377	0.003534	0.073611	0.973059
S516	0.625948	0.000011	0.00001	0.007493	0.10117	0.006799	0.258568	0.884516
S518	0.049184	0.011963	0.890963	0.027538	0.019922	0.00001	0.00042	0.049604
S519	0.122932	0.022251	0.025587	0.648337	0.074605	0.002699	0.103589	0.226521
S520	0.2823	0.018889	0.00001	0.00001	0.126998	0.008561	0.563232	0.845532
S521	0.888418	0.00001	0.00001	0.000015	0.057977	0.00001	0.05356	0.941978
S522	0.160452	0.573427	0.125401	0.024264	0.039406	0.008246	0.068803	0.229255
S524	0.410222	0.484299	0.00001	0.001143	0.066197	0.00925	0.028879	0.439101
S525	0.699356	0.005042	0.00001	0.191988	0.05204	0.00001	0.051554	0.75091
S527	0.910774	0.00001	0.00001	0.000014	0.089172	0.00001	0.00001	0.910784
S528	0.047725	0.00755	0.008945	0.930164	0.004527	0.000406	0.000683	0.048408
S530	0.923081	0.00001	0.00001	0.00001	0.047773	0.00001	0.029106	0.952187
S533	0.612549	0.00001	0.00001	0.275356	0.035954	0.00001	0.076111	0.68866
S534	0.394539	0.537379	0.00001	0.00001	0.043485	0.009825	0.014753	0.409292
S535	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00001	0.00002
S536	0.013312	0.890477	0.00001	0.006377	0.02576	0.058948	0.005116	0.018428
S537	0.586315	0.024243	0.179722	0.031037	0.04055	0.003997	0.134136	0.720451
S538	0.134789	0.003641	0.00001	0.00001	0.804955	0.00001	0.056586	0.191375
S539	0.334022	0.018337	0.429317	0.018029	0.02592	0.001109	0.173266	0.507288
S541	0.899218	0.00001	0.00001	0.00001	0.048313	0.00001	0.052429	0.951647
S542	0.149958	0.007474	0.000013	0.817121	0.025413	0.00001	0.00001	0.149968
S544	0.890371	0.000086	0.000718	0.00001	0.015567	0.002621	0.090626	0.980997
S545	0.373052	0.530421	0.002023	0.002505	0.044849	0.00001	0.04714	0.420192
S546	0.347796	0.027852	0.210301	0.318271	0.044514	0.00001	0.051256	0.399052
S547	0.89294	0.00001	0.00001	0.000671	0.011813	0.00001	0.094546	0.987486
S548	0.699312	0.00001	0.00001	0.00001	0.00001	0.00001	0.300638	0.99995
S549	0.874864	0.00001	0.00001	0.00001	0.029385	0.00001	0.095711	0.970575
S550	0.039928	0.010947	0.00001	0.00001	0.938357	0.010739	0.00001	0.039938
S551	0.396896	0.00001	0.00001	0.00001	0.041446	0.00001	0.561618	0.958514
S553	0.00001	0.792173	0.00001	0.00001	0.00001	0.207777	0.00001	0.00002
S555	0.08191	0.008154	0.782307	0.081232	0.00001	0.00001	0.046377	0.128287
S559	0.128044	0.036776	0.659513	0.08562	0.015167	0.000426	0.074453	0.202497
S560	0.181359	0.048149	0.580924	0.049788	0.018856	0.00001	0.120913	0.302272
S561	0.127197	0.013623	0.003819	0.675379	0.06144	0.00001	0.118532	0.245729
S562	0.029436	0.00001	0.008826	0.957198	0.00451	0.00001	0.00001	0.029446
S563	0.135585	0.047956	0.638802	0.026439	0.019671	0.007592	0.123954	0.259539
S564	0.283614	0.024204	0.473505	0.06794	0.035064	0.00001	0.115662	0.399276
S565	0.232042	0.049151	0.389374	0.119845	0.037515	0.006532	0.165542	0.397584
S566	0.01952	0.000016	0.006552	0.96368	0.009104	0.001118	0.00001	0.01953
S569	0.309657	0.012652	0.312419	0.023821	0.000291	0.010977	0.330183	0.63984
S570	0.00001	0.999938	0.00001	0.000011	0.00001	0.00001	0.00001	0.00002
S571	0.201995	0.013048	0.524403	0.096567	0.025157	0.00001	0.13882	0.340815
S572	0.900935	0.00001	0.00001	0.001477	0.033376	0.002078	0.062114	0.963049
S574	0.083206	0.00001	0.823079	0.04694	0.036444	0.00001	0.010311	0.093517
S575	0.00001	0.00001	0.00001	0.107333	0.00001	0.00001	0.892617	0.892627
S576	0.771129	0.001898	0.00001	0.00423	0.061742	0.00305	0.157941	0.92907
S577	0.940423	0.00001	0.00001	0.00001	0.01503	0.00001	0.044508	0.984931
S578	0.506477	0.025102	0.294321	0.04691	0.05989	0.004632	0.062667	0.569144
S580	0.00001	0.644645	0.00001	0.00001	0.000017	0.355298	0.00001	0.00002
S582	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00001	0.00002
S586	0.00001	0.00001	0.00001	0.256561	0.101551	0.01386	0.627998	0.628008
S587	0.040803	0.00001	0.00001	0.00001	0.9542	0.004957	0.00001	0.040813
S589	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00001	0.00002
S591	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S592	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S593	0.211309	0.025926	0.559763	0.069434	0.022581	0.00001	0.110978	0.322287
S594	0.234465	0.052531	0.46793	0.06424	0.058504	0.00001	0.122319	0.356784
S595	0.26232	0.044352	0.426841	0.09926	0.024235	0.00001	0.142982	0.405302
S596	0.20929	0.073624	0.461335	0.092914	0.059116	0.009665	0.094056	0.303346
S597	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S598	0.256203	0.038372	0.426461	0.068578	0.026932	0.004014	0.17944	0.435643
S601	0.301545	0.019991	0.313797	0.024472	0.008408	0.008202	0.323585	0.62513
S607	0.949699	0.00001	0.00001	0.000016	0.025928	0.00001	0.024327	0.974026
S608	0.28643	0.00001	0.439326	0.082975	0.00511	0.011701	0.174449	0.460879
S609	0.349967	0.019718	0.00001	0.00001	0.045403	0.001445	0.583447	0.933414
S611	0.329577	0.051547	0.316945	0.065456	0.014594	0.014193	0.207688	0.537265
S612	0.274886	0.027043	0.470039	0.031387	0.018544	0.00001	0.178092	0.452978
S613	0.670029	0.00001	0.00001	0.003843	0.039449	0.00001	0.286649	0.956678
S614	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00001	0.00002
S615	0.22227	0.00001	0.00001	0.002706	0.745711	0.00001	0.029283	0.251553
S616	0.891943	0.00001	0.001208	0.008375	0.01348	0.00001	0.084974	0.976917
S618	0.901139	0.00001	0.000017	0.00001	0.008322	0.00001	0.090492	0.991631
S619	0.455306	0.021488	0.00001	0.00001	0.061304	0.000299	0.461584	0.91689
S620	0.296252	0.010156	0.424727	0.061397	0.002625	0.00001	0.204833	0.501085
S621	0.65996	0.00001	0.03678	0.015517	0.00001	0.00001	0.287713	0.947673
S622	0.866154	0.005688	0.00001	0.00001	0.074398	0.00001	0.053731	0.919885
S623	0.314837	0.00001	0.00001	0.00001	0.098639	0.003261	0.583233	0.89807
S624	0.317766	0.01088	0.382232	0.044457	0.009154	0.000499	0.235012	0.552778
S625	0.825205	0.00001	0.00001	0.043986	0.030729	0.005626	0.094434	0.919639
S626	0.085956	0.00001	0.000012	0.00001	0.872559	0.000295	0.041157	0.127113
S627	0.84921	0.008255	0.013696	0.002403	0.020917	0.00608	0.099439	0.948649
S629	0.00001	0.000011	0.999929	0.00001	0.00001	0.00002	0.00001	0.00002
S630	0.107097	0.00001	0.798422	0.007606	0.006102	0.002289	0.078473	0.18557
S632	0.675681	0.00237	0.00001	0.008965	0.041452	0.00001	0.271512	0.947193
S633	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S634	0.177674	0.010351	0.532517	0.111077	0.00691	0.000964	0.160507	0.338181
S635	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S636	0.792007	0.00001	0.00001	0.007363	0.022678	0.007452	0.17048	0.962487
S638	0.285494	0.00001	0.43333	0.109421	0.000015	0.00001	0.17172	0.457214
S640	0.323255	0.007242	0.380682	0.08664	0.00001	0.00001	0.202161	0.525416
S641	0.00001	0.794605	0.00001	0.00001	0.000011	0.205344	0.00001	0.00002
S642	0.064515	0.005261	0.005655	0.915607	0.006756	0.002196	0.00001	0.064525
S643	0.000011	0.77417	0.00001	0.00001	0.00001	0.225778	0.00001	0.000021
S644	0.278347	0.00001	0.485388	0.046145	0.00001	0.00001	0.190089	0.468436
S646	0.00001	0.00001	0.999938	0.00001	0.00001	0.000012	0.00001	0.00002
S647	0.1144	0.78057	0.079252	0.025748	0.00001	0.00001	0.00001	0.11441
S649	0.116322	0.776636	0.081505	0.025508	0.00001	0.00001	0.00001	0.116332
S651	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S652	0.949731	0.00001	0.008281	0.008569	0.005145	0.00001	0.028255	0.977986
S654	0.579432	0.004739	0.291825	0.018539	0.012315	0.00001	0.093139	0.672571
S655	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S658	0.318249	0.011211	0.459635	0.044951	0.00001	0.00001	0.165934	0.484183
S659	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S660	0.188097	0.044713	0.572806	0.043528	0.019747	0.00001	0.131099	0.319196
S662	0.264432	0.00001	0.467072	0.063878	0.00001	0.000218	0.204379	0.468811
S663	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S664	0.305438	0.005706	0.402001	0.110726	0.00001	0.003134	0.172985	0.478423
S665	0.13363	0.010786	0.480439	0.043021	0.00001	0.00001	0.332104	0.465734
S666	0.030957	0.002066	0.950095	0.000245	0.01014	0.00001	0.006488	0.037445
S667	0.136658	0.009487	0.480047	0.043103	0.00001	0.00001	0.330685	0.467343
S668	0.104516	0.00001	0.492338	0.335906	0.00001	0.00001	0.06721	0.171726
S669	0.135889	0.008708	0.481457	0.043717	0.00001	0.00001	0.330209	0.466098
S670	0.00001	0.999928	0.000012	0.00001	0.000017	0.000013	0.00001	0.00002
S671	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S673	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S674	0.263377	0.016209	0.50498	0.063397	0.005092	0.006448	0.140497	0.403874
S675	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S676	0.194644	0.00001	0.589471	0.070218	0.00001	0.00001	0.145636	0.34028
S678	0.214405	0.00001	0.548583	0.075769	0.00001	0.00001	0.161212	0.375617
S679	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S680	0.092634	0.00001	0.794241	0.058065	0.00001	0.002909	0.052132	0.144766
S681	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S682	0.122496	0.005689	0.230352	0.59078	0.021227	0.00001	0.029444	0.15194
S684	0.058559	0.00001	0.00001	0.00001	0.126863	0.00001	0.814538	0.873097
S685	0.99993	0.00002	0.00001	0.00001	0.00001	0.00001	0.00001	0.99994
S686	0.822932	0.00001	0.00001	0.004116	0.00001	0.002603	0.170319	0.993251
S687	0.999927	0.000016	0.00001	0.000013	0.000014	0.00001	0.00001	0.999937
S688	0.403501	0.006269	0.240725	0.042812	0.00001	0.004843	0.301841	0.705342
S689	0.001358	0.00001	0.998592	0.00001	0.00001	0.00001	0.00001	0.001368
S690	0.18137	0.01501	0.611898	0.034571	0.003003	0.001556	0.152591	0.333961
S691	0.000579	0.00001	0.999371	0.00001	0.00001	0.00001	0.00001	0.000589
S694	0.318969	0.00001	0.417635	0.069567	0.00001	0.001828	0.191981	0.51095
S696	0.228943	0.005624	0.569841	0.037095	0.0012	0.004253	0.153044	0.381987
S697	0.999935	0.00001	0.00001	0.000011	0.00001	0.000014	0.00001	0.999945
S698	0.932543	0.00001	0.00001	0.00001	0.009531	0.00001	0.057886	0.990429
S699	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S701	0.00001	0.00001	0.999938	0.000012	0.00001	0.00001	0.00001	0.00002
S702	0.89159	0.00001	0.00002	0.00001	0.033951	0.000494	0.073925	0.965515
S703	0.929255	0.00001	0.00001	0.00001	0.00113	0.00001	0.069574	0.998829
S704	0.086181	0.001641	0.794386	0.061205	0.00001	0.005173	0.051404	0.137585
S706	0.207212	0.007084	0.520411	0.087629	0.017782	0.003074	0.156808	0.36402
S707	0.946073	0.00001	0.00001	0.00001	0.019237	0.00001	0.03465	0.980723
S708	0.00001	0.779424	0.00001	0.000013	0.00001	0.220522	0.00001	0.00002
S710	0.00001	0.00001	0.833873	0.089956	0.00001	0.00001	0.076131	0.076141
S711	0.313834	0.017234	0.45846	0.050291	0.00001	0.00001	0.160161	0.473995
S712	0.046138	0.002546	0.916261	0.000411	0.013339	0.00001	0.021296	0.067434
S713	0.916589	0.000955	0.006321	0.009579	0.049898	0.00001	0.016649	0.933238
S714	0.00001	0.772813	0.00001	0.00001	0.000013	0.227135	0.00001	0.00002
S715	0.803581	0.000012	0.00001	0.005022	0.00001	0.00578	0.185585	0.989166
S716	0.00001	0.771697	0.00001	0.000014	0.00001	0.228249	0.00001	0.00002
S717	0.147298	0.00001	0.552721	0.097523	0.00001	0.00001	0.202428	0.349726
S718	0.00001	0.00001	0.831001	0.090863	0.00001	0.00001	0.078097	0.078107
S719	0.325026	0.00001	0.314609	0.015341	0.00001	0.003546	0.341457	0.666483
S720	0.048495	0.004563	0.921087	0.00001	0.015945	0.00033	0.009569	0.058064
S721	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S722	0.095243	0.021518	0.800288	0.002565	0.021606	0.00001	0.058771	0.154014
S723	0.363159	0.00001	0.37394	0.063637	0.00001	0.005405	0.193839	0.556998
S724	0.778546	0.00001	0.00001	0.004848	0.00001	0.000544	0.216031	0.994577
S725	0.319398	0.005516	0.445442	0.049778	0.00001	0.00001	0.179846	0.499244
S726	0.346677	0.007122	0.340568	0.055298	0.00001	0.00001	0.250315	0.596992
S727	0.845535	0.00001	0.00001	0.00001	0.037198	0.00001	0.117228	0.962763
S728	0.115383	0.0072	0.000688	0.863052	0.007514	0.00001	0.006154	0.121537
S730	0.222958	0.03852	0.483882	0.086375	0.034506	0.007201	0.126558	0.349516
S731	0.193471	0.00001	0.553521	0.138284	0.001774	0.00001	0.112931	0.306402
S733	0.623836	0.00001	0.00001	0.017113	0.00001	0.00001	0.35901	0.982846
S735	0.361647	0.006176	0.363832	0.079345	0.00001	0.000371	0.188619	0.550266
S737	0.527442	0.02476	0.000579	0.004919	0.045038	0.001198	0.396064	0.923506
S738	0.238799	0.058914	0.439816	0.130903	0.00001	0.004657	0.126901	0.3657
S740	0.00001	0.00001	0.99994	0.00001	0.00001	0.00001	0.00001	0.00002
S741	0.848756	0.00001	0.00001	0.000018	0.018327	0.00001	0.132869	0.981625
S742	0.930575	0.00001	0.00001	0.002276	0.010642	0.00001	0.056478	0.987053
S743	0.25119	0.005113	0.497969	0.056167	0.012976	0.00001	0.176575	0.427765
S744	0.145766	0.010863	0.675306	0.063678	0.031092	0.001084	0.072211	0.217977
S745	0.237897	0.015151	0.529625	0.033935	0.017576	0.00001	0.165805	0.403702
S747	0.866111	0.00001	0.00001	0.00001	0.000591	0.00001	0.133258	0.999369
S748	0.15052	0.039149	0.001809	0.00001	0.773591	0.00295	0.031971	0.182491
S749	0.342075	0.010766	0.00001	0.008311	0.059203	0.00001	0.579625	0.9217
S750	0.241596	0.001025	0.505144	0.055819	0.024582	0.010737	0.161098	0.402694
S751	0.292091	0.011041	0.41138	0.092466	0.004865	0.00001	0.188147	0.480238
S752	0.880494	0.00001	0.00001	0.00001	0.00001	0.00001	0.119456	0.99995
S754	0.259209	0.018042	0.526286	0.038158	0.000014	0.00001	0.158281	0.41749
S755	0.214508	0.021748	0.533266	0.089499	0.00001	0.00001	0.14096	0.355468
S756	0.314659	0.009946	0.415105	0.08073	0.00001	0.006693	0.172858	0.487517
S758	0.573194	0.019822	0.209214	0.032011	0.012693	0.004714	0.148352	0.721546
